"link","Node","relative_influence","Solution","LandUse","rank","cum_sum"
"Water quality -> Local foods","Biodiversity",0.068367831,"source","Residential",131,99.832285793
"Transportation -> Urban heat island","Biodiversity",0.065141708,"source","Residential",132,99.897427501
"Biodiversity -> Local foods","Biodiversity",0.056832487,"source","Residential",133,99.954259988
"Economic wellbeing -> Affordability","Biodiversity",0.045740011,"source","Residential",134,99.999999999
"Source control -* Source control","Physical health",24.48971463,"source","Residential",1,24.48971463
"Source control -* Toxics","Physical health",13.77309302,"source","Residential",2,38.26280765
"Residential -* Residential","Physical health",11.6254137,"source","Residential",3,49.88822135
"Toxics -* Toxics","Physical health",6.13775055,"source","Residential",4,56.0259719
"Residential -> Toxics","Physical health",4.909188933,"source","Residential",5,60.935160833
"Toxics -* Water quality","Physical health",1.589501852,"source","Residential",6,62.524662685
"Sediment -* Sediment","Physical health",1.568951671,"source","Residential",7,64.093614356
"Bacteria -* Bacteria","Physical health",1.278294629,"source","Residential",8,65.371908985
"Nutrients -* Nutrients","Physical health",0.982722486,"source","Residential",9,66.354631471
"Water quality -* Water quality","Physical health",0.892924969,"source","Residential",10,67.24755644
"Climate mitigation -> Biodiversity","Physical health",0.868573648,"source","Residential",11,68.116130088
"Bacteria -* Water quality","Physical health",0.791134464,"source","Residential",12,68.907264552
"Property value -* Property value","Physical health",0.748062431,"source","Residential",13,69.655326983
"Local jobs -> Economic wellbeing","Physical health",0.659029546,"source","Residential",14,70.314356529
"Urban heat island -* Urban heat island","Physical health",0.606205176,"source","Residential",15,70.920561705
"Industrial -> Urban heat island","Physical health",0.559847999,"source","Residential",16,71.480409704
"Air quality -* Air quality","Physical health",0.530195545,"source","Residential",17,72.010605249
"Nutrients -* Water quality","Physical health",0.5202029,"source","Residential",18,72.530808149
"Salmon -> Biodiversity","Physical health",0.502902311,"source","Residential",19,73.03371046
"Access to nature -* Affordability","Physical health",0.497460061,"source","Residential",20,73.531170521
"Green infrastructure -* Toxics","Physical health",0.484473901,"source","Residential",21,74.015644422
"Industrial -> Local jobs","Physical health",0.465766741,"source","Residential",22,74.481411163
"Air quality -> Social cohesion","Physical health",0.456826419,"source","Residential",23,74.938237582
"Flooding -* Air quality","Physical health",0.456300832,"source","Residential",24,75.394538414
"Flooding -* Flooding","Physical health",0.455259985,"source","Residential",25,75.849798399
"Industrial -* Industrial","Physical health",0.453647485,"source","Residential",26,76.303445884
"Water quality -> Physical health","Physical health",0.447827073,"source","Residential",27,76.751272957
"Transportation -> Property value","Physical health",0.442434046,"source","Residential",28,77.193707003
"Economic wellbeing -> Physical health","Physical health",0.430875287,"source","Residential",29,77.62458229
"Residential -> Sediment","Physical health",0.425770455,"source","Residential",30,78.050352745
"Noise -* Noise","Physical health",0.411836604,"source","Residential",31,78.462189349
"Noise -* Property value","Physical health",0.410460898,"source","Residential",32,78.872650247
"Green infrastructure -> Air quality","Physical health",0.408638022,"source","Residential",33,79.281288269
"Walkability -> Climate mitigation","Physical health",0.396788159,"source","Residential",34,79.678076428
"Climate mitigation -> Salmon","Physical health",0.393508243,"source","Residential",35,80.071584671
"Gray infrastructure -* Gray infrastructure","Physical health",0.392016037,"source","Residential",36,80.463600708
"Biodiversity -> Salmon","Physical health",0.389807841,"source","Residential",37,80.853408549
"Local foods -> Physical health","Physical health",0.388142943,"source","Residential",38,81.241551492
"Green infrastructure -> Access to nature","Physical health",0.387256521,"source","Residential",39,81.628808013
"Green infrastructure -* Flooding","Physical health",0.386357277,"source","Residential",40,82.01516529
"Salmon -* Salmon","Physical health",0.373273109,"source","Residential",41,82.388438399
"Salmon -> Local foods","Physical health",0.37267623,"source","Residential",42,82.761114629
"Green infrastructure -> Climate mitigation","Physical health",0.35721535,"source","Residential",43,83.118329979
"Gray infrastructure -* Sediment","Physical health",0.35432969,"source","Residential",44,83.472659669
"Walkability -> Social cohesion","Physical health",0.349595225,"source","Residential",45,83.822254894
"Biodiversity -* Biodiversity","Physical health",0.341852794,"source","Residential",46,84.164107688
"Access to nature -> Property value","Physical health",0.330311128,"source","Residential",47,84.494418816
"Green infrastructure -* Sediment","Physical health",0.329149168,"source","Residential",48,84.823567984
"Urban heat island -> Water temperature","Physical health",0.319689483,"source","Residential",49,85.143257467
"Climate mitigation -* Urban heat island","Physical health",0.306117084,"source","Residential",50,85.449374551
"Flooding -> Bacteria","Physical health",0.303457908,"source","Residential",51,85.752832459
"Bacteria -* Physical health","Physical health",0.300497184,"source","Residential",52,86.053329643
"Air quality -> Physical health","Physical health",0.288814568,"source","Residential",53,86.342144211
"Walkability -> Physical health","Physical health",0.284947892,"source","Residential",54,86.627092103
"Flooding -* Salmon","Physical health",0.281536921,"source","Residential",55,86.908629024
"Walkability -> Property value","Physical health",0.280255392,"source","Residential",56,87.188884416
"Residential -> Bacteria","Physical health",0.279867664,"source","Residential",57,87.46875208
"Access to nature -> Walkability","Physical health",0.277168079,"source","Residential",58,87.745920159
"Affordability -* Affordability","Physical health",0.265352449,"source","Residential",59,88.011272608
"Local foods -> Mental health","Physical health",0.262240834,"source","Residential",60,88.273513442
"Transportation -> Toxics","Physical health",0.24450937,"source","Residential",61,88.518022812
"Walkability -> Affordability","Physical health",0.23696895,"source","Residential",62,88.754991762
"Walkability -* Noise","Physical health",0.23684367,"source","Residential",63,88.991835432
"Climate mitigation -* Water temperature","Physical health",0.236230329,"source","Residential",64,89.228065761
"Residential -> Nutrients","Physical health",0.229317732,"source","Residential",65,89.457383493
"Industrial -> Water temperature","Physical health",0.227105424,"source","Residential",66,89.684488917
"Access to nature -* Access to nature","Physical health",0.226223182,"source","Residential",67,89.910712099
"Gray infrastructure -* Flooding","Physical health",0.225716923,"source","Residential",68,90.136429022
"Walkability -> Air quality","Physical health",0.223557365,"source","Residential",69,90.359986387
"Green infrastructure -* Noise","Physical health",0.220260765,"source","Residential",70,90.580247152
"Sediment -* Water quality","Physical health",0.219556939,"source","Residential",71,90.799804091
"Mental health -> Economic wellbeing","Physical health",0.21840654,"source","Residential",72,91.018210631
"Access to nature -> Social cohesion","Physical health",0.217538306,"source","Residential",73,91.235748937
"Transportation -> Water temperature","Physical health",0.216818452,"source","Residential",74,91.452567389
"Industrial -> Sediment","Physical health",0.209893092,"source","Residential",75,91.662460481
"Property value -> Economic wellbeing","Physical health",0.200563146,"source","Residential",76,91.863023627
"Local jobs -> Property value","Physical health",0.200536439,"source","Residential",77,92.063560066
"Green infrastructure -* Urban heat island","Physical health",0.190265108,"source","Residential",78,92.253825174
"Climate mitigation -* Climate mitigation","Physical health",0.189202281,"source","Residential",79,92.443027455
"Flooding -* Property value","Physical health",0.185715244,"source","Residential",80,92.628742699
"Industrial -* Air quality","Physical health",0.182888583,"source","Residential",81,92.811631282
"Social cohesion -* Social cohesion","Physical health",0.179932227,"source","Residential",82,92.991563509
"Toxics -* Salmon","Physical health",0.17979352,"source","Residential",83,93.171357029
"Affordability -> Economic wellbeing","Physical health",0.17737581,"source","Residential",84,93.348732839
"Property value -* Affordability","Physical health",0.176169275,"source","Residential",85,93.524902114
"Transportation -> Noise","Physical health",0.173707397,"source","Residential",86,93.698609511
"Industrial -> Toxics","Physical health",0.173359051,"source","Residential",87,93.871968562
"Access to nature -> Physical health","Physical health",0.172699991,"source","Residential",88,94.044668553
"Economic wellbeing -* Economic wellbeing","Physical health",0.167319399,"source","Residential",89,94.211987952
"Local jobs -* Local jobs","Physical health",0.163441786,"source","Residential",90,94.375429738
"Economic wellbeing -> Affordability","Physical health",0.156812175,"source","Residential",91,94.532241913
"Gray infrastructure -* Toxics","Physical health",0.153947293,"source","Residential",92,94.686189206
"Noise -* Biodiversity","Physical health",0.153370666,"source","Residential",93,94.839559872
"Transportation -* Transportation","Physical health",0.152676264,"source","Residential",94,94.992236136
"Water quality -> Salmon","Physical health",0.152495854,"source","Residential",95,95.14473199
"Mental health -* Mental health","Physical health",0.151464982,"source","Residential",96,95.296196972
"Local foods -> Social cohesion","Physical health",0.150305596,"source","Residential",97,95.446502568
"Bacteria -* Local foods","Physical health",0.147210479,"source","Residential",98,95.593713047
"Transportation -* Air quality","Physical health",0.146764904,"source","Residential",99,95.740477951
"Noise -* Mental health","Physical health",0.14600104,"source","Residential",100,95.886478991
"Toxics -* Biodiversity","Physical health",0.145613998,"source","Residential",101,96.032092989
"Flooding -> Sediment","Physical health",0.145191471,"source","Residential",102,96.17728446
"Water temperature -* Water temperature","Physical health",0.144266518,"source","Residential",103,96.321550978
"Water temperature -* Water quality","Physical health",0.143256064,"source","Residential",104,96.464807042
"Noise -* Social cohesion","Physical health",0.142318222,"source","Residential",105,96.607125264
"Social cohesion -> Mental health","Physical health",0.141740386,"source","Residential",106,96.74886565
"Salmon -> Physical health","Physical health",0.141426631,"source","Residential",107,96.890292281
"Green infrastructure -> Local jobs","Physical health",0.139610508,"source","Residential",108,97.029902789
