"Link","ModelName","LandUse","Solution","Node","difference","difference_perc","Type"
"Water quality->Salmon","Sims_Mod_13","Industrial","source","Local foods",0.00800000000000001,0.800000000000001,"human"
"Air quality->Physical health","Sims_Mod_14","Industrial","source","Local foods",0.018,1.8,"human"
"Urban heat island-*Physical health","Sims_Mod_15","Industrial","source","Local foods",0.004,0.4,"human"
"Nutrients-*Water quality","Sims_Mod_16","Industrial","source","Local foods",-0.002,-0.2,"human"
"Flooding->Sediment","Sims_Mod_17","Industrial","source","Local foods",0.0660000000000001,6.60000000000001,"human"
"Sediment-*Water quality","Sims_Mod_18","Industrial","source","Local foods",0.0840000000000001,8.40000000000001,"human"
"Mental health->Physical health","Sims_Mod_19","Industrial","source","Local foods",0.036,3.6,"human"
"Water quality->Physical health","Sims_Mod_20","Industrial","source","Local foods",0.02,2,"human"
"Social cohesion->Mental health","Sims_Mod_21","Industrial","source","Local foods",-0.004,-0.4,"human"
"Toxics-*Physical health","Sims_Mod_22","Industrial","source","Local foods",0.042,4.2,"human"
"Biodiversity->Salmon","Sims_Mod_23","Industrial","source","Local foods",0.054,5.4,"human"
"Urban heat island-*Biodiversity","Sims_Mod_24","Industrial","source","Local foods",0.016,1.6,"human"
"Bacteria-*Physical health","Sims_Mod_25","Industrial","source","Local foods",0.022,2.2,"human"
"Air quality->Social cohesion","Sims_Mod_26","Industrial","source","Local foods",0.044,4.4,"human"
"Access to nature->Social cohesion","Sims_Mod_27","Industrial","source","Local foods",0.028,2.8,"human"
"Transportation->Noise","Sims_Mod_28","Industrial","source","Local foods",-0.016,-1.6,"human"
"Water quality->Biodiversity","Sims_Mod_29","Industrial","source","Local foods",0.022,2.2,"human"
"Noise-*Biodiversity","Sims_Mod_30","Industrial","source","Local foods",0.004,0.4,"human"
"Salmon->Physical health","Sims_Mod_31","Industrial","source","Local foods",0.022,2.2,"human"
"Climate mitigation->Salmon","Sims_Mod_32","Industrial","source","Local foods",0.038,3.8,"human"
"Climate mitigation-*Water temperature","Sims_Mod_33","Industrial","source","Local foods",0.02,2,"human"
"Climate mitigation->Biodiversity","Sims_Mod_34","Industrial","source","Local foods",0.022,2.2,"human"
"Access to nature->Physical health","Sims_Mod_35","Industrial","source","Local foods",0.046,4.6,"human"
"Flooding-*Air quality","Sims_Mod_36","Industrial","source","Local foods",0.024,2.4,"human"
"Industrial->Noise","Sims_Mod_37","Industrial","source","Local foods",0.0700000000000001,7.00000000000001,"human"
"Transportation-*Air quality","Sims_Mod_38","Industrial","source","Local foods",0.048,4.8,"human"
"Economic wellbeing->Physical health","Sims_Mod_39","Industrial","source","Local foods",0.022,2.2,"human"
"Affordability->Economic wellbeing","Sims_Mod_40","Industrial","source","Local foods",0.00600000000000001,0.600000000000001,"human"
"Access to nature-*Affordability","Sims_Mod_41","Industrial","source","Local foods",-0.00800000000000001,-0.800000000000001,"human"
"Local foods->Social cohesion","Sims_Mod_42","Industrial","source","Local foods",0.002,0.2,"human"
"Salmon->Local foods","Sims_Mod_43","Industrial","source","Local foods",-0.004,-0.4,"human"
"Water quality->Local foods","Sims_Mod_44","Industrial","source","Local foods",0.014,1.4,"human"
"Toxics-*Water quality","Sims_Mod_45","Industrial","source","Local foods",-0.09,-9,"human"
"Local foods->Physical health","Sims_Mod_46","Industrial","source","Local foods",0.014,1.4,"human"
"Water quality->Social cohesion","Sims_Mod_47","Industrial","source","Local foods",0.00800000000000001,0.800000000000001,"human"
"Local jobs->Economic wellbeing","Sims_Mod_48","Industrial","source","Local foods",0.0580000000000001,5.80000000000001,"human"
"Walkability->Climate mitigation","Sims_Mod_49","Industrial","source","Local foods",0.024,2.4,"human"
"Walkability->Affordability","Sims_Mod_50","Industrial","source","Local foods",0.04,4,"human"
"Access to nature->Walkability","Sims_Mod_51","Industrial","source","Local foods",0.032,3.2,"human"
"Walkability->Social cohesion","Sims_Mod_52","Industrial","source","Local foods",0.002,0.2,"human"
"Walkability->Air quality","Sims_Mod_53","Industrial","source","Local foods",0.046,4.6,"human"
"Walkability-*Noise","Sims_Mod_54","Industrial","source","Local foods",0.01,1,"human"
"Industrial->Water temperature","Sims_Mod_55","Industrial","source","Local foods",0.0680000000000001,6.80000000000001,"human"
"Toxics-*Biodiversity","Sims_Mod_56","Industrial","source","Local foods",-0.0379999999999999,-3.79999999999999,"human"
"Noise-*Physical health","Sims_Mod_57","Industrial","source","Local foods",0.024,2.4,"human"
"Access to nature->Mental health","Sims_Mod_58","Industrial","source","Local foods",0.042,4.2,"human"
"Local foods->Affordability","Sims_Mod_59","Industrial","source","Local foods",0.032,3.2,"human"
"Water temperature-*Water quality","Sims_Mod_60","Industrial","source","Local foods",0.112,11.2,"human"
"Bacteria-*Water quality","Sims_Mod_61","Industrial","source","Local foods",0.0700000000000001,7.00000000000001,"human"
"Bacteria-*Local foods","Sims_Mod_62","Industrial","source","Local foods",0.018,1.8,"human"
"Walkability->Physical health","Sims_Mod_63","Industrial","source","Local foods",0.014,1.4,"human"
"Flooding-*Property value","Sims_Mod_64","Industrial","source","Local foods",0.01,1,"human"
"Property value-*Affordability","Sims_Mod_65","Industrial","source","Local foods",0.026,2.6,"human"
"Noise-*Property value","Sims_Mod_66","Industrial","source","Local foods",0.048,4.8,"human"
"Access to nature->Property value","Sims_Mod_67","Industrial","source","Local foods",0,0,"human"
"Industrial-*Property value","Sims_Mod_68","Industrial","source","Local foods",0.026,2.6,"human"
"Transportation->Property value","Sims_Mod_69","Industrial","source","Local foods",0.016,1.6,"human"
"Walkability->Property value","Sims_Mod_70","Industrial","source","Local foods",-0.012,-1.2,"human"
"Property value->Economic wellbeing","Sims_Mod_71","Industrial","source","Local foods",0.016,1.6,"human"
"Local jobs->Property value","Sims_Mod_72","Industrial","source","Local foods",0.0740000000000001,7.40000000000001,"human"
"Gray infrastructure-*Flooding","Sims_Mod_73","Industrial","source","Local foods",0.014,1.4,"human"
"Gray infrastructure-*Sediment","Sims_Mod_74","Industrial","source","Local foods",0.022,2.2,"human"
"Gray infrastructure-*Toxics","Sims_Mod_75","Industrial","source","Local foods",0.028,2.8,"human"
"Green infrastructure-*Toxics","Sims_Mod_76","Industrial","source","Local foods",0.028,2.8,"human"
"Green infrastructure->Access to nature","Sims_Mod_77","Industrial","source","Local foods",-0.002,-0.2,"human"
"Green infrastructure->Climate mitigation","Sims_Mod_78","Industrial","source","Local foods",0.014,1.4,"human"
"Green infrastructure-*Noise","Sims_Mod_79","Industrial","source","Local foods",0,0,"human"
"Gray infrastructure->Local jobs","Sims_Mod_80","Industrial","source","Local foods",0.018,1.8,"human"
"Green infrastructure->Local jobs","Sims_Mod_81","Industrial","source","Local foods",-0.004,-0.4,"human"
"Source control-*Toxics","Sims_Mod_82","Industrial","source","Local foods",-0.208,-20.8,"human"
"Green infrastructure-*Flooding","Sims_Mod_83","Industrial","source","Local foods",0.024,2.4,"human"
"Green infrastructure->Air quality","Sims_Mod_84","Industrial","source","Local foods",0.014,1.4,"human"
"Green infrastructure-*Urban heat island","Sims_Mod_85","Industrial","source","Local foods",0.018,1.8,"human"
"Toxics-*Salmon","Sims_Mod_86","Industrial","source","Local foods",0.004,0.4,"human"
"Noise-*Mental health","Sims_Mod_87","Industrial","source","Local foods",0.012,1.2,"human"
"Urban heat island->Water temperature","Sims_Mod_88","Industrial","source","Local foods",0.044,4.4,"human"
"Economic wellbeing->Mental health","Sims_Mod_89","Industrial","source","Local foods",0.036,3.6,"human"
"Biodiversity->Local foods","Sims_Mod_90","Industrial","source","Local foods",-0.0359999999999999,-3.59999999999999,"human"
"Local jobs->Social cohesion","Sims_Mod_91","Industrial","source","Local foods",0.048,4.8,"human"
"Access to nature->Local foods","Sims_Mod_92","Industrial","source","Local foods",0.03,3,"human"
"Local foods->Mental health","Sims_Mod_93","Industrial","source","Local foods",0.056,5.6,"human"
"Noise-*Social cohesion","Sims_Mod_94","Industrial","source","Local foods",0.016,1.6,"human"
"Industrial-*Air quality","Sims_Mod_95","Industrial","source","Local foods",0.044,4.4,"human"
"Industrial->Local jobs","Sims_Mod_96","Industrial","source","Local foods",0.032,3.2,"human"
"Climate mitigation-*Urban heat island","Sims_Mod_97","Industrial","source","Local foods",-0.014,-1.4,"human"
"Industrial->Urban heat island","Sims_Mod_98","Industrial","source","Local foods",0.0640000000000001,6.40000000000001,"human"
"Transportation->Urban heat island","Sims_Mod_99","Industrial","source","Local foods",0.044,4.4,"human"
"Green infrastructure-*Sediment","Sims_Mod_100","Industrial","source","Local foods",0.034,3.4,"human"
"Physical health->Mental health","Sims_Mod_101","Industrial","source","Local foods",0.038,3.8,"human"
"Salmon->Biodiversity","Sims_Mod_102","Industrial","source","Local foods",0.032,3.2,"human"
"Physical health->Economic wellbeing","Sims_Mod_103","Industrial","source","Local foods",-0.02,-2,"human"
"Economic wellbeing->Affordability","Sims_Mod_104","Industrial","source","Local foods",0.00600000000000001,0.600000000000001,"human"
"Mental health->Economic wellbeing","Sims_Mod_105","Industrial","source","Local foods",-0.00600000000000001,-0.600000000000001,"human"
"Residential->Toxics","Sims_Mod_1","Industrial","gray","Local foods",-0.076,-7.6,"human"
"Industrial->Toxics","Sims_Mod_2","Industrial","gray","Local foods",0.072,7.2,"human"
"Transportation->Toxics","Sims_Mod_3","Industrial","gray","Local foods",-0.098,-9.8,"human"
"Transportation->Water temperature","Sims_Mod_4","Industrial","gray","Local foods",-0.126,-12.6,"human"
"Transportation->Flooding","Sims_Mod_5","Industrial","gray","Local foods",-0.07,-7,"human"
"Residential->Nutrients","Sims_Mod_6","Industrial","gray","Local foods",-0.08,-8,"human"
"Residential->Sediment","Sims_Mod_7","Industrial","gray","Local foods",-0.088,-8.8,"human"
"Residential->Bacteria","Sims_Mod_8","Industrial","gray","Local foods",-0.062,-6.2,"human"
"Industrial->Sediment","Sims_Mod_9","Industrial","gray","Local foods",-0.00399999999999998,-0.399999999999998,"human"
"Industrial->Flooding","Sims_Mod_10","Industrial","gray","Local foods",0.208,20.8,"human"
"Flooding->Bacteria","Sims_Mod_11","Industrial","gray","Local foods",-0.146,-14.6,"human"
"Flooding-*Salmon","Sims_Mod_12","Industrial","gray","Local foods",-0.05,-5,"human"
"Water quality->Salmon","Sims_Mod_13","Industrial","gray","Local foods",-0.068,-6.8,"human"
"Air quality->Physical health","Sims_Mod_14","Industrial","gray","Local foods",-0.096,-9.6,"human"
"Urban heat island-*Physical health","Sims_Mod_15","Industrial","gray","Local foods",-0.098,-9.8,"human"
"Nutrients-*Water quality","Sims_Mod_16","Industrial","gray","Local foods",-0.022,-2.2,"human"
"Flooding->Sediment","Sims_Mod_17","Industrial","gray","Local foods",-0.128,-12.8,"human"
"Sediment-*Water quality","Sims_Mod_18","Industrial","gray","Local foods",-0.168,-16.8,"human"
"Mental health->Physical health","Sims_Mod_19","Industrial","gray","Local foods",-0.108,-10.8,"human"
"Water quality->Physical health","Sims_Mod_20","Industrial","gray","Local foods",-0.084,-8.4,"human"
"Social cohesion->Mental health","Sims_Mod_21","Industrial","gray","Local foods",-0.042,-4.2,"human"
"Toxics-*Physical health","Sims_Mod_22","Industrial","gray","Local foods",-0.102,-10.2,"human"
"Biodiversity->Salmon","Sims_Mod_23","Industrial","gray","Local foods",-0.038,-3.8,"human"
"Urban heat island-*Biodiversity","Sims_Mod_24","Industrial","gray","Local foods",-0.088,-8.8,"human"
"Bacteria-*Physical health","Sims_Mod_25","Industrial","gray","Local foods",-0.132,-13.2,"human"
"Air quality->Social cohesion","Sims_Mod_26","Industrial","gray","Local foods",-0.072,-7.2,"human"
"Access to nature->Social cohesion","Sims_Mod_27","Industrial","gray","Local foods",-0.076,-7.6,"human"
"Transportation->Noise","Sims_Mod_28","Industrial","gray","Local foods",-0.086,-8.6,"human"
"Water quality->Biodiversity","Sims_Mod_29","Industrial","gray","Local foods",-0.078,-7.8,"human"
"Noise-*Biodiversity","Sims_Mod_30","Industrial","gray","Local foods",-0.078,-7.8,"human"
"Salmon->Physical health","Sims_Mod_31","Industrial","gray","Local foods",-0.054,-5.4,"human"
"Climate mitigation->Salmon","Sims_Mod_32","Industrial","gray","Local foods",-0.098,-9.8,"human"
"Climate mitigation-*Water temperature","Sims_Mod_33","Industrial","gray","Local foods",-0.09,-9,"human"
"Climate mitigation->Biodiversity","Sims_Mod_34","Industrial","gray","Local foods",-0.098,-9.8,"human"
"Access to nature->Physical health","Sims_Mod_35","Industrial","gray","Local foods",-0.106,-10.6,"human"
"Flooding-*Air quality","Sims_Mod_36","Industrial","gray","Local foods",-0.042,-4.2,"human"
"Industrial->Noise","Sims_Mod_37","Industrial","gray","Local foods",-0.044,-4.4,"human"
"Transportation-*Air quality","Sims_Mod_38","Industrial","gray","Local foods",-0.052,-5.2,"human"
"Economic wellbeing->Physical health","Sims_Mod_39","Industrial","gray","Local foods",-0.104,-10.4,"human"
"Affordability->Economic wellbeing","Sims_Mod_40","Industrial","gray","Local foods",-0.088,-8.8,"human"
"Access to nature-*Affordability","Sims_Mod_41","Industrial","gray","Local foods",-0.102,-10.2,"human"
"Local foods->Social cohesion","Sims_Mod_42","Industrial","gray","Local foods",-0.088,-8.8,"human"
"Salmon->Local foods","Sims_Mod_43","Industrial","gray","Local foods",-0.094,-9.4,"human"
"Water quality->Local foods","Sims_Mod_44","Industrial","gray","Local foods",-0.09,-9,"human"
"Toxics-*Water quality","Sims_Mod_45","Industrial","gray","Local foods",-0.104,-10.4,"human"
"Local foods->Physical health","Sims_Mod_46","Industrial","gray","Local foods",-0.068,-6.8,"human"
"Water quality->Social cohesion","Sims_Mod_47","Industrial","gray","Local foods",-0.064,-6.4,"human"
"Local jobs->Economic wellbeing","Sims_Mod_48","Industrial","gray","Local foods",-0.09,-9,"human"
"Walkability->Climate mitigation","Sims_Mod_49","Industrial","gray","Local foods",-0.098,-9.8,"human"
"Walkability->Affordability","Sims_Mod_50","Industrial","gray","Local foods",-0.124,-12.4,"human"
"Access to nature->Walkability","Sims_Mod_51","Industrial","gray","Local foods",-0.116,-11.6,"human"
"Walkability->Social cohesion","Sims_Mod_52","Industrial","gray","Local foods",-0.074,-7.4,"human"
"Walkability->Air quality","Sims_Mod_53","Industrial","gray","Local foods",-0.064,-6.4,"human"
"Walkability-*Noise","Sims_Mod_54","Industrial","gray","Local foods",-0.128,-12.8,"human"
"Industrial->Water temperature","Sims_Mod_55","Industrial","gray","Local foods",0.014,1.4,"human"
"Toxics-*Biodiversity","Sims_Mod_56","Industrial","gray","Local foods",-0.096,-9.6,"human"
"Noise-*Physical health","Sims_Mod_57","Industrial","gray","Local foods",-0.064,-6.4,"human"
"Access to nature->Mental health","Sims_Mod_58","Industrial","gray","Local foods",-0.064,-6.4,"human"
"Local foods->Affordability","Sims_Mod_59","Industrial","gray","Local foods",-0.074,-7.4,"human"
"Water temperature-*Water quality","Sims_Mod_60","Industrial","gray","Local foods",0.06,6,"human"
"Bacteria-*Water quality","Sims_Mod_61","Industrial","gray","Local foods",-0.156,-15.6,"human"
"Bacteria-*Local foods","Sims_Mod_62","Industrial","gray","Local foods",-0.026,-2.6,"human"
"Walkability->Physical health","Sims_Mod_63","Industrial","gray","Local foods",-0.07,-7,"human"
